Accident_Number,Event_Date,Year,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Weather_Condition_Cleaned,Total_Concerned,Broad_Phase_of_Flight
FTW98FA001,10/1/97,1997,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Substantial,N414EX,Boeing,727,NSCH,"RYAN INT'L AIRLINES, INC.",0,1,1,VMC,VMC,2,TAXI
ENG08IA030,7/5/08,2008,"Jeddah, Saudi Arabia",Saudi Arabia,,,,,Incident,Minor,HS-VAC,Boeing,747,NSCH,Saudi Arabian Airlines,0,0,,,NA,0,TAKEOFF
NYC95IA114A,5/19/95,1995,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,LNRCK,Boeing,767,SCHD,SCANDINAVIAN AIRLINE SYSTEM (DBA: SAS),0,0,288,VMC,VMC,288,TAXI
DFW07LA155,7/10/07,2007,"Tunica, MS",United States,34.676389,-90.341666,UTA,Tunica Municipal Airport,Fatal(1),,N332DL,Boeing,737,NSCH,"Sky King, Inc. (DBA: Sky King, Inc.)",1,0,115,VMC,VMC,116,STANDING
ENG11IA011,12/24/10,2010,"San Francisco, CA",United States,,,SFO,San Franciso,Incident,,N248WN,Boeing,737,SCHD,Southwest Airlines,0,0,122,,NA,122,CLIMB
DCA15CA176,8/23/15,2015,"Oakland, CA",United States,37.721667,-122.221667,KOAK,Metro Oakland Airport,Non-Fatal,,N232WN,Boeing,737,SCHD,Southwest Airlines,0,1,147,VMC,VMC,148,TAXI
DCA15CA050,12/11/14,2014,"San Jose, CA",United States,37.362778,-121.929167,,N/A,Non-Fatal,,N481WN,Boeing,737,SCHD,Southwest Airlines,0,1,80,IMC,IMC,81,DESCENT
DCA14CA120,6/17/14,2014,"Dallas, TX",United States,32.505278,-97.156667,,N/A,Non-Fatal,,N968WN,Boeing,737,SCHD,Southwest Airlines,0,1,143,UNK,UNK,144,CRUISE
ENG08IA002,11/17/07,2007,"Greenville, TX",United States,33.191111,-95.978334,DAL,Love Field,Incident,Minor,N676SW,Boeing,737,SCHD,Southwest Airlines,0,0,138,VMC,VMC,138,CLIMB
WPR13CA016,10/16/12,2012,"Las Vegas, NV",United States,36.08,-115.152222,KLAS,Las Vegas,Non-Fatal,,N625SW,Boeing,737,SCHD,Southwest Airlines,0,1,85,VMC,VMC,86,
DCA15CA025B,11/20/14,2014,"Dallas, TX",United States,32.841666,-96.85,DAL,Dallas,Non-Fatal,Substantial,N8314L,Boeing,737,SCHD,Southwest Airlines,0,0,179,VMC,VMC,179,STANDING
CHI98IA007,10/4/97,1997,"CHICAGO, IL",United States,,,MDW,MIDWAY,Incident,Minor,N129SW,Boeing,737,SCHD,SOUTHWEST AIRLINES (DBA: SOUTHWEST AIRLINES),0,0,50,VMC,VMC,50,LANDING
DCA00MA030,3/5/00,2000,"BURBANK, CA",United States,,,BUR,BURBANK-GLENDALE-PASADENA,Non-Fatal,Destroyed,N668SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,2,98,VMC,VMC,100,LANDING
DCA11MA039,4/1/11,2011,"Yuma, AZ",United States,32.656667,-114.605833,NYL,Yuma International Airport,Non-Fatal,Substantial,N632SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,121,VMC,VMC,121,CLIMB
DCA09FA065,7/13/09,2009,"Charleston, WV",United States,38.373056,-81.593055,CRW,"Yeager Airport, Charleston, WV",Non-Fatal,Substantial,N387SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,131,,NA,131,
CEN09IA294,5/12/09,2009,"Houston, TX",United States,29.640555,-95.273889,HOU,William P. Hobby Airport,Incident,Minor,N371SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,51,VMC,VMC,51,LANDING
DCA16CA008,10/9/15,2015,"Pound Ridge, NY",United States,41.239166,-73.579723,,N/A,Non-Fatal,,N383SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,147,UNK,UNK,148,CRUISE
DCA16CA026,11/29/15,2015,"St Louis, MO",United States,0,0,KSTL,Lambert,Non-Fatal,,N467WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,147,IMC,IMC,148,DESCENT
DCA14IA037,1/12/14,2014,"Branson, MO",United States,36.625834,-93.228889,KPLK,M. Graham Clark Downtown,Incident,,N272WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,131,VMC,VMC,131,LANDING
DCA14CA035,1/9/14,2014,"Nashville, TN",United States,36.126667,-86.681945,,N/A,Non-Fatal,,N966WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,144,VMC,VMC,145,
DCA13FA131,7/22/13,2013,"Flushing, NY",United States,40.777223,-73.8725,LGA,LA GUARDIA,Non-Fatal,Substantial,N753SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,141,VMC,VMC,141,LANDING
DCA11CA014B,12/18/10,2010,"Philadelphia, PA",United States,39.872223,-75.240833,KPHL,Philadelphia,Non-Fatal,Minor,N650SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,222,VMC,VMC,222,TAXI
WPR10FA199,4/9/10,2010,"Los Angeles, CA",United States,33.946666,-118.400278,LAX,Los Angeles International,Non-Fatal,Substantial,N624SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,109,VMC,VMC,109,
DFW08IA074B,3/1/08,2008,"Dallas, TX",United States,32.845277,-96.8525,DAL,DALLAS LOVE FIELD,Incident,Minor,N652SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,244,IMC,IMC,244,STANDING
WPR09IA033,11/7/08,2008,"Salt Lake City, UT",United States,40.788333,-111.977778,KSLC,Salt Lake City Int.,Incident,Minor,N254WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,51,VMC,VMC,51,TAXI
WPR12LA144,3/20/12,2012,"Laverne, OK",United States,36.551667,-93.619445,WWR,West Woodward Airport,Non-Fatal,,N247WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,141,VMC,VMC,142,
WPR12LA119,2/23/12,2012,"Pawnee, NE",United States,40.168889,-96.151944,,,Non-Fatal,,N915WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,138,VMC,VMC,139,
CEN12IA123,12/22/11,2011,"Denver, CO",United States,,,DEN,Denver International Airport,Incident,Minor,N469WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,133,IMC,IMC,133,TAXI
WPR12LA053,12/1/11,2011,"Oakland, CA",United States,37.66,-119.463333,OAK,Oakland International Airport,Non-Fatal,,N261WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,97,VMC,VMC,98,CRUISE
DCA11CA014A,12/18/10,2010,"Philadelphia, PA",United States,39.872223,-75.240833,KPHL,Philadelphia,Non-Fatal,Substantial,N913WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,222,VMC,VMC,222,TAXI
WPR10LA134,2/13/10,2010,"Santa Clarita, CA",United States,34.463889,-118.513611,BUR,Bob Hope,Non-Fatal,,N221WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,1,83,VMC,VMC,84,APPROACH
DFW08IA074A,3/1/08,2008,"Dallas, TX",United States,32.845277,-96.8525,DAL,DALLAS LOVE FIELD,Incident,Minor,N741SA,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,244,IMC,IMC,244,TAXI
DCA11IA047,4/26/11,2011,"Chicago, IL",United States,,,KMDW,Chicago Midway,Incident,Minor,N799SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO,0,0,139,IMC,IMC,139,LANDING
WPR13IA226,5/10/13,2013,"Phoenix, AZ",United States,33.433889,-112.006944,PHX,Phoenix Sky Harbor Int'l,Incident,Minor,N913WN,Boeing,737,SCHD,SOUTHWEST AIRLINES CO (DBA: SOUTHWEST AIRLINES CO),0,0,59,VMC,VMC,59,
MIA00LA169,5/20/00,2000,"NASHVILLE, TN",United States,,,,,Non-Fatal,,N522SW,Boeing,737,SCHD,SOUTHWEST AIRLINES CO.,0,1,1,IMC,IMC,2,STANDING
LAX08IA065,2/24/08,2008,"Las Vegas, NV",United States,36.08,-115.152222,LAS,McCarran International Airport,Incident,,N648SW,Boeing,737,SCHD,Southwest Airlines Co.,0,0,136,VMC,VMC,136,DESCENT
NYC08CA115,2/22/08,2008,"Valdosta, GA",United States,29.97,-82.44,MCO,Orlando International,Non-Fatal,,N551WN,Boeing,737,SCHD,Southwest Airlines Co. (DBA: Southwest Airlines),0,1,102,IMC,IMC,103,
FTW95FA319A,7/28/95,1995,"DALLAS, TX",United States,,,DAL,LOVE FIELD,Non-Fatal,Minor,N675AA,Boeing,737,SCHD,SOUTHWEST AIRLINES CO. (DBA: SOUTHWEST),0,0,99,VMC,VMC,99,TAXI
DFW05LA112,4/29/05,2005,"Little Rock, AR",United States,35.367223,-91.202222,,,Non-Fatal,,N727SW,Boeing,737,SCHD,Southwest Airlines Company (DBA: Southwest Airlines Company),0,1,19,VMC,VMC,20,CRUISE
DCA15CA037,12/12/14,2014,"Baltimore, MD",United States,39.175278,-76.668334,BWI,Baltimore Washington Internati,Non-Fatal,Substantial,N7710A,Boeing,737,SCHD,"Southwest Airlines, Co.",0,0,145,VMC,VMC,145,APPROACH
ENG09IA014,9/8/09,2009,"Los Angeles, CA",United States,33.9425,-118.407222,KLAX,Los Angeles International,Incident,Minor,N670SW,Boeing,737,SCHD,"Southwest Airlines, Co.",0,0,142,VMC,VMC,142,LANDING
ENG08IA042,10/1/08,2008,"Chicago, IL",United States,,,MDW,Chicago Midway,Incident,Minor,N551WN,Boeing,737,SCHD,"Southwest Airlines, Co. (DBA: Southwest Airlines)",0,0,133,,NA,133,TAXI
LAX96IA032,10/30/95,1995,"LAS VEGAS, NV",United States,,,LAS,MCCARRAN INTERNATIONAL,Incident,,N508SW,Boeing,737,SCHD,"SOUTHWEST AIRLINES, INC.",0,0,96,VMC,VMC,96,CLIMB
CEN13LA004,10/4/12,2012,"Milwaukee, WI",United States,42.941389,-87.891389,KMKE,General Mitchell International,Non-Fatal,Substantial,N894AT,Boeing,717,SCHD,"Southwest Airlines, Inc. (DBA: AirTran Airways)",0,0,108,VMC,VMC,108,STANDING
MIA97IA237,8/21/97,1997,"TAMPA, FL",United States,,,TPA,TAMPA INTERNATIONAL,Incident,Minor,N602SW,Boeing,737,SCHD,SOUTWEST AIRLINES INC.,0,0,74,VMC,VMC,74,DESCENT
NYC99LA127,5/28/99,1999,"STERLING, VA",United States,,,IAD,WASHINGTON DULLES,Non-Fatal,Substantial,N282SC,Boeing,727,SCHD,SUN COUNTRY AIRLINES,0,0,90,VMC,VMC,90,TAXI
CHI00LA296,9/10/00,2000,"MINNEAPOLIS, MN",United States,,,MSP,MINNEAPOLIS ST. PAUL INTL,Non-Fatal,Substantial,N296SC,Boeing,727,SCHD,SUN COUNTRY AIRLINES,0,0,101,VMC,VMC,101,TAXI
ENG09IA011,6/14/09,2009,"Diyarbakir, Turkey",Turkey,,,LTCC,Diyarbakir Airport,Incident,,TC-TLA,Boeing,737,SCHD,Tailwinds Airlines,0,0,,VMC,VMC,0,LANDING
DCA96MA029,12/20/95,1995,"JAMAICA, NY",United States,,,JFK,JOHN F. KENNEDY INTL,Non-Fatal,Substantial,N605FF,Boeing,747,SCHD,TOWER AIR,0,1,443,IMC,IMC,444,TAKEOFF
MIA99FA038,12/1/98,1998,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,N621FF,Boeing,747,NSCH,TOWER AIR (DBA: TOWER AIR),0,0,4,VMC,VMC,4,STANDING
NYC98FA094,4/18/98,1998,ATLANTIC OCEAN,,,,,,Non-Fatal,Minor,N623FF,Boeing,747,SCHD,TOWER AIR INC.,0,2,399,VMC,VMC,401,CRUISE
MIA96IA039,12/10/95,1995,"AMSTERDAM, Netherlands",Netherlands,,,EHAM,SCHIPHOL,Incident,Minor,N616FF,Boeing,747,SCHD,"TOWER AIR, INC.",0,0,306,IMC,IMC,306,GO-AROUND
CHI01FA270,8/9/01,2001,"Mascoutah, IL",United States,38.545277,-89.835277,BLV,SCOTT AFB,Non-Fatal,Substantial,N2417F,Boeing,717,SCHD,TRANS WORLD AIRLINES (DBA: Trans World Airlines),0,0,76,VMC,VMC,76,TAXI
CHI01IA124,2/19/01,2001,"Milwaukee, WI",United States,,,MKE,GENERAL MITCHELL INTERNATIONAL,Incident,,N2410W,Boeing,717,SCHD,TRANS WORLD AIRLINES INC,0,0,67,VMC,VMC,67,TAKEOFF
DEN03IA101,6/10/03,2003,"Dodge City, KS",United States,,,,N/A,Incident,,N704X,Boeing,757,SCHD,TWA Airlines LLC. (DBA: American Airlines Flight 2885),0,0,173,VMC,VMC,173,CRUISE
ERA11CA247,4/16/11,2011,"Cheltenham, MD",United States,38.705556,-76.744444,,,Non-Fatal,,N200UU,Boeing,757,SCHD,"U.S. Airways, Inc.",0,1,185,IMC,IMC,186,DESCENT
DCA15CA035,11/24/14,2014,"Valdosta, GA",United States,30.780556,-83.279723,,N/A,Non-Fatal,,N16217,Boeing,737,SCHD,UNITED AIR LINES INC,0,1,146,IMC,IMC,147,
DEN04LA019,11/1/03,2003,"Denver, CO",United States,40.491944,-105.236389,,,Non-Fatal,,N956UA,Boeing,737,SCHD,UNITED AIR LINES INC,0,1,95,VMC,VMC,96,DESCENT
CEN12IA502,7/31/12,2012,"Denver, CO",United States,39.861667,-104.673056,DEN,Denver International Airport,Incident,Minor,N37420,Boeing,737,SCHD,UNITED AIR LINES INC,0,0,157,VMC,VMC,157,DESCENT
LAX04LA050,11/14/03,2003,"San Francisco, CA",United States,37.618889,-122.391389,SFO,San Francisco International,Non-Fatal,Substantial,N178UA,Boeing,747,SCHD,UNITED AIR LINES INC,0,0,356,VMC,VMC,356,TAKEOFF
DCA11CA073,6/11/11,2011,"San Fransico, CA",United States,37.618056,-122.387777,KSFO,San Francisco International,Non-Fatal,Substantial,N571UA,Boeing,757,SCHD,UNITED AIR LINES INC,0,0,190,VMC,VMC,190,
ENG09IA007,6/10/09,2009,"Denver, CO",United States,,,KDEN,Denver International Airport,Incident,Minor,N570UA,Boeing,757,SCHD,UNITED AIR LINES INC,0,0,192,,NA,192,STANDING
DCA14CA124,6/17/14,2014,"Newark, NJ",United States,40.676389,-74.182778,,N/A,Non-Fatal,,N77066,Boeing,767,SCHD,UNITED AIR LINES INC,0,1,12,VMC,VMC,13,
DCA99IA023,11/29/98,1998,"WASHINGTON, DC",United States,,,,,Incident,,UNK,Boeing,757,SCHD,UNITED AIRLINES,0,0,0,UNK,UNK,0,LANDING
LAX99LA212,6/9/99,1999,PACIFIC OCEAN,,,,,,Non-Fatal,,N198UA,Boeing,747,SCHD,UNITED AIRLINES,0,1,325,VMC,VMC,326,CRUISE
DCA01MA065,9/11/01,2001,"Shanksville, PA",United States,,,,,Fatal(44),Destroyed,N591UA,Boeing,757,SCHD,United Airlines,44,0,,,NA,44,CRUISE
WPR13LA131,2/19/13,2013,"Pacific Ocean, Unknown",Unknown,20.228056,-139.203056,SFO,San Francisco International Ai,Non-Fatal,,N174UA,Boeing,747,SCHD,United Airlines,0,1,220,VMC,VMC,221,
DCA11FA091,7/29/11,2011,"Tangshan, China",China,,,,,Non-Fatal,,N173UA,Boeing,747,SCHD,United Airlines,0,1,380,VMC,VMC,381,CLIMB
LAX07LA127,4/12/07,2007,"Los Angeles, CA",United States,33.9425,-118.408056,KLAX,Los Angeles,Non-Fatal,,N525UA,Boeing,757,SCHD,UNITED AIRLINES,0,1,106,VMC,VMC,107,DESCENT
WPR11LA300,5/31/11,2011,"Los Angeles, CA",United States,33.938889,-118.404722,LAX,Los Angeles Intl.,Non-Fatal,Minor,N526UA,Boeing,757,SCHD,United Airlines,0,1,190,VMC,VMC,191,
DCA14CA014,10/18/13,2013,"Houston, TX",United States,29.762778,-95.383056,,N/A,Non-Fatal,,N665UA,Boeing,767,SCHD,United Airlines,0,1,227,VMC,VMC,228,
DCA01MA063,9/11/01,2001,"New York City, NY",United States,,,,,Fatal(65),Destroyed,N612UA,Boeing,767,SCHD,United Airlines,65,0,,,NA,65,CRUISE
CHI07LA093,3/15/07,2007,"Chicago, IL",United States,41.973889,-87.902778,ORD,CHICAGO O'HARE INTL,Non-Fatal,Substantial,N662UA,Boeing,767,SCHD,United Airlines,0,0,203,VMC,VMC,203,TAKEOFF
DEN03IA033,1/11/03,2003,"Salt Lake City, UT",United States,40.788333,-111.992777,,,Incident,Minor,N551UA,Boeing,757,SCHD,"United Airlines (DBA: United Airlines, Inc.)",0,0,140,VMC,VMC,140,CRUISE
CHI97LA292,9/14/97,1997,"GRAND FORKS, ND",United States,,,,,Non-Fatal,,N175UA,Boeing,747,SCHD,UNITED AIRLINES (DBA: UNITED AIRLINES),0,1,322,IMC,IMC,323,CRUISE
ENG10IA029,5/16/10,2010,"Chantilly, VA",United States,,,IAD,Washington Dulles,Incident,Minor,N510UA,Boeing,757,SCHD,United Airlines (DBA: United Airlines),0,0,112,,NA,112,
CHI02IA050,12/13/01,2001,"Chicago, IL",United States,,,ORD,CHICAGO O'HARE INTL,Incident,,N359UA,Boeing,737,SCHD,United Airlines (DBA: United Airlines),0,0,99,VMC,VMC,99,DESCENT
WPR12LA057,12/1/11,2011,"Modesto, CA",United States,37.785277,-119.706944,,N/A,Non-Fatal,,N547UA,Boeing,757,SCHD,United Airlines (DBA: United Airlines),0,1,151,VMC,VMC,152,APPROACH
NYC03LA104,5/7/03,2003,"New Market, VA",United States,38.635555,-78.666667,,,Non-Fatal,,N650UA,Boeing,767,SCHD,UNITED AIRLINES (DBA: United Airlines),0,1,147,VMC,VMC,148,DESCENT
DCA14CA157,8/18/14,2014,"Reykjavik, Iceland",Iceland,58,-30,,N/A,Non-Fatal,,N666UA,Boeing,767,SCHD,UNITED AIRLINES INC,0,1,220,VMC,VMC,221,CRUISE
LAX04LA007A,10/7/03,2003,"San Francisco, CA",United States,37.618889,-122.374723,KSFO,San Francisco International,Non-Fatal,Substantial,N222UA,Boeing,777,SCHD,UNITED AIRLINES INC,0,0,450,VMC,VMC,450,TAXI
CHI07FA020B,11/7/06,2006,"Chicago, IL",United States,41.978611,-87.904722,ORD,O'Hare International,Non-Fatal,Substantial,N328UA,Boeing,737,SCHD,UNITED AIRLINES INC (DBA: United Airlines),0,0,216,IMC,IMC,216,STANDING
CHI03IA097,4/1/03,2003,"Chicago, IL",United States,41.979723,-87.904444,ORD,Chicago O'Hare Intl,Incident,,N175UA,Boeing,747,SCHD,United Airlines Inc (DBA: United Airlines),0,0,319,VMC,VMC,319,CRUISE
DCA10FA012,11/18/09,2009,"New Market, WV",United States,38.655556,-78.708056,,,Non-Fatal,,N209UA,Boeing,777,SCHD,"United Airlines Inc.,",0,1,198,IMC,IMC,199,
LAX99LA302,9/12/99,1999,"LOS ANGELES, CA",United States,,,LAX,LOS ANGELES INTERNATIONAL,Non-Fatal,Substantial,N388UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,0,86,VMC,VMC,86,TAXI
LAX99LA291,9/2/99,1999,"SANTA BARBARA, CA",United States,,,,,Non-Fatal,Minor,N371UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,1,98,VMC,VMC,99,CRUISE
LAX96LA222A,6/6/96,1996,"SAN FRANCISCO, CA",United States,,,SFO,SAN FRANCISCO INTL,Non-Fatal,Substantial,N371UA,Boeing,737,SCHD,"UNITED AIRLINES, INC.",0,0,220,VMC,VMC,220,TAXI
DCA10FA064,5/25/10,2010,"Southern Tip of Greenland, Denmark",Denmark,62.075278,-48.291944,,,Non-Fatal,,N794UA,Boeing,777,SCHD,"United Airlines, Inc.",0,2,209,VMC,VMC,211,
SEA96LA026,11/25/95,1995,"PORTLAND, OR",United States,,,,,Non-Fatal,,N953UA,Boeing,737,SCHD,"UNITED AIRLINES, INC. (DBA: UNITED AIRLINES)",0,1,111,VMC,VMC,112,DESCENT
ENG11IA051,9/26/11,2011,"Denver, CO",United States,,,DEN,Denver International,Incident,Minor,N526UA,Boeing,757,SCHD,UNITED AIRlNES INC,0,0,185,,NA,185,LANDING
DFW06IA025A,12/15/05,2005,"Houston, TX",United States,29.984444,-95.341389,IAH,Houston Intercontinental,Incident,Minor,N319UP,Boeing,767,SCHD,United Parcel Service Co.,0,0,176,VMC,VMC,176,TAXI
MIA96LA220,8/29/96,1996,"CHATTANOOGA, TN",United States,,,,,Non-Fatal,Minor,N392US,Boeing,737,SCHD,US AIR (DBA: US AIR),0,3,84,VMC,VMC,87,CRUISE
MIA06IA133,8/31/06,2006,"Miami, FL",United States,25.793333,-80.290555,KMIA,Miami International Airport,Incident,Minor,N425US,Boeing,737,SCHD,US Airways,0,0,118,VMC,VMC,118,LANDING
MIA01LA146,5/28/01,2001,"Toccoa, GA",United States,,,,,Non-Fatal,,N349US,Boeing,737,SCHD,US Airways Inc,0,1,120,VMC,VMC,121,CLIMB
ERA12CA044,10/19/11,2011,"New York, NY",United States,40.639722,-73.778889,,,Non-Fatal,,N253AY,Boeing,767,SCHD,US AIRWAYS INC,0,1,215,IMC,IMC,216,CLIMB
ENG08IA051,6/27/08,2008,"Phoenix (PHX), AZ",United States,33.434444,-112.011389,PHX,Phoenix Sky Harbor Intl.,Incident,Minor,N514AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways Inc),0,0,,,NA,0,
NYC06FA184,7/27/06,2006,"Pittsburgh, PA",United States,40.488055,-80.226389,PIT,Pittsburgh International,Non-Fatal,Substantial,N529AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,75,VMC,VMC,75,TAXI
ENG09IA009,7/15/09,2009,"Charlotte (CLT), NC",United States,,,CLT,Douglas International,Incident,Minor,N506AU,Boeing,737,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,NA,0,OTHER
ENG08IA001,10/28/07,2007,"Charlotte (CLT), NC",United States,,,CLT,Douglas International,Incident,Minor,N919UW,Boeing,757,SCHD,US AIRWAYS INC (DBA: US Airways),0,0,,,NA,0,STANDING
MIA95IA194,8/5/95,1995,"CHARLOTTE, NC",United States,,,,,Incident,,N396US,Boeing,737,SCHD,USAIR,0,0,83,VMC,VMC,83,DESCENT
CHI97IA041,12/11/96,1996,"TERRE HAUTE, IN",United States,,,,,Incident,Minor,N603AU,Boeing,757,SCHD,USAIR,0,0,184,VMC,VMC,184,CRUISE
MIA95IA214,8/25/95,1995,"FORT LAUDERDALE, FL",United States,,,,,Incident,,N373US,Boeing,737,SCHD,"USAIR, INC.",0,0,50,VMC,VMC,50,DESCENT
CHI99LA145,5/5/99,1999,"CHICAGO, IL",United States,,,,,Non-Fatal,,N208AU,Boeing,737,SCHD,VANGUARD AIRLINES,0,1,47,IMC,IMC,48,DESCENT
FTW97IA160,4/16/97,1997,"COLORADO SPGS, CO",United States,,,COS,COLORADO SPRINGS,Incident,,N962WP,Boeing,737,SCHD,WESTERN PACIFIC,0,0,125,VMC,VMC,125,APPROACH
ERA11LA044,10/29/10,2010,"Fort Lauderdale, FL",United States,26.072778,-80.152778,KFLL,Fort Lauderdale/Hollywood Int,Non-Fatal,Substantial,C-FWAQ,Boeing,737,SCHD,WestJet,0,0,142,VMC,VMC,142,STANDING
LAX99IA230,6/25/99,1999,"SAN DIEGO, CA",United States,,,SAN,LINDBERG FIELD,Incident,,N450AA,McDonnell Douglas,DC-9,SCHD,WILMINGTON TRUST C0,0,0,141,VMC,VMC,141,TAKEOFF
DCA09FA048,5/6/09,2009,"Baltimore, MD",United States,,,KBWI,Baltimore,Non-Fatal,Substantial,N139WA,McDonnell Douglas,DC-10,NSCH,World Airways,0,1,168,VMC,VMC,169,LANDING
DCA00WA088,9/21/00,2000,"NIAMEY, Niger",Niger,,,,,Non-Fatal,Destroyed,,Boeing,707,UNK,,0,0,,UNK,UNK,0,
ANC98IA026,3/11/98,1998,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INT'L AIRPORT,Incident,,N733AR,Boeing,737,,,0,0,81,UNK,UNK,81,STANDING
DCA11WA023,1/10/11,2011,"Montpelier, France",France,,,,,Incident,,,Boeing,737,,,0,0,2,,NA,2,
DCA09WA060,4/29/09,2009,"Kwilu, Bandundu, Congo",Congo,-5.062222,18.877223,,,Fatal(7),Destroyed,,Boeing,737,,,7,0,,,NA,7,
CHI01IA248A,7/27/01,2001,"OSHKOSH, WI",United States,,,OSH,WITTMAN REGIONAL AIRPORT,Incident,,N782AT,Boeing,727,,,0,0,8,VMC,VMC,8,TAKEOFF
DCA08WA096,8/30/08,2008,"Latacunga, Ecuador",Ecuador,,,SELT,Latacunga,Fatal(3),Destroyed,,Boeing,737,,,3,0,,IMC,IMC,3,
DCA03WA043,7/6/03,2003,"Parana, Brazil",Brazil,,,,,Non-Fatal,Substantial,,McDonnell Douglas,DC-10,,,0,0,4,,NA,4,
DCA12IA114,7/28/12,2012,"Charleston, SC",United States,32.898611,-80.040555,KCHS,Charelston AFB / International,Incident,Minor,VT-ANJ,Boeing,787,,,0,0,5,VMC,VMC,5,TAXI
DCA15CA025A,11/20/14,2014,"Dallas, TX",United States,32.841666,-96.85,DAL,Dallas,Non-Fatal,Minor,N263WN,Boeing,737,,,0,0,179,VMC,VMC,179,TAXI
DCA02WA046,6/26/02,2002,"Shimozishima, Japan",Japan,,,,,Non-Fatal,Minor,,Boeing,767,,,0,0,3,,NA,3,
DCA98WA025,12/24/97,1997,"AMSTERDAM, Netherlands",Netherlands,,,,,Non-Fatal,Substantial,,Boeing,757,UNK,,0,0,213,VMC,VMC,213,
DCA98WA042,4/27/98,1998,"BREMEN, Germany",Germany,,,,,Incident,,,Boeing,737,UNK,,0,0,,UNK,UNK,0,
MIA98WA056,12/5/97,1997,"MONTEVIDEO, Uruguay",Uruguay,,,,,Incident,,,Boeing,707,UNK,,0,0,3,VMC,VMC,3,
DFW06LA024,10/22/05,2005,"San Antonio, TX",United States,29.533611,-98.469723,SAT,San Antonio International,Non-Fatal,,N679MG,Boeing,727,,,0,1,4,VMC,VMC,5,TAXI
CHI96IA200,6/14/96,1996,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTL.,Incident,,N906UP,Boeing,727,,,0,0,3,VMC,VMC,3,DESCENT
ANC11LA022,3/30/11,2011,"Dayton, OH",United States,39.9,-84.216667,,,Non-Fatal,Substantial,N360WA,Boeing,737,,,0,0,3,VMC,VMC,3,TAKEOFF
CHI95LA078,1/28/95,1995,"BELLEVILLE, MI",United States,,,,,Non-Fatal,Substantial,N706CK,Boeing,747,,,0,0,4,VMC,VMC,4,TAKEOFF
DCA04WA020,1/24/04,2004,"Copenhagen, Denmark",Denmark,,,,,Incident,Minor,,Boeing,757,,,0,0,,,NA,0,
CHI00WA063,2/3/00,2000,"TANZANIA, Sudan",Sudan,,,,,Non-Fatal,Substantial,,Boeing,707,UNK,,0,0,5,VMC,VMC,5,
DCA11PA075,5/18/11,2011,"Point Mugu, CA",United States,34.106111,-119.130834,KNTD,Naval Base Ventura County,Non-Fatal,Substantial,N707AR,Boeing,707,,,0,0,,VMC,VMC,0,TAKEOFF
CHI01IA016,10/17/00,2000,"WOOD DALE, IL",United States,,,ORD,O'Hare International Airport,Incident,Minor,N530KF,Boeing,727,,,0,0,108,VMC,VMC,108,APPROACH
DCA99WA038,2/7/99,1999,"SLOVAK REPUBLIC, Slovakia",Slovakia,,,,,Non-Fatal,Substantial,,Boeing,707,SCHD,,0,0,4,UNK,UNK,4,
